Watch time(Minutes),Stream time(minutes),Peak viewers,Average viewers,Followers,Followers gained,Views gained
0.5146475645308872,-0.15816478527011116,0.4704147139025648,0.4200973645393075,0.7156184583458509,1.0,0.24429686656741675
